AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3041,Sociologists,detailed,"2,980",8.9,,,,,48.71,"101,310",2.9,27.64,34.46,47.40,61.02,79.83,"57,490","71,680","98,590","126,920","166,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3050,Urban and Regional Planners,broad,"39,880",1.5,,,,,39.63,"82,420",0.8,24.02,29.87,38.24,48.32,58.39,"49,960","62,130","79,540","100,500","121,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,"39,880",1.5,,,,,39.63,"82,420",0.8,24.02,29.87,38.24,48.32,58.39,"49,960","62,130","79,540","100,500","121,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3090,Miscellaneous Social Scientists and Related Workers,broad,"50,690",1.1,,,,,44.61,"92,800",0.6,24.01,31.49,41.38,54.78,66.76,"49,940","65,500","86,070","113,940","138,860",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,"7,350",9.4,,,,,32.84,"68,310",1.4,19.36,24.05,30.74,39.00,48.35,"40,260","50,020","63,940","81,120","100,560",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3092,Geographers,detailed,"1,360",1.5,,,,,42.77,"88,960",0.5,27.61,32.42,42.74,50.66,58.20,"57,430","67,430","88,900","105,360","121,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3093,Historians,detailed,"3,120",3.5,,,,,35.05,"72,900",1.3,17.92,22.74,31.03,44.88,59.26,"37,280","47,290","64,540","93,340","123,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,"5,660",9.1,,,,,60.64,"126,140",2.6,31.35,43.18,61.55,78.52,84.75,"65,200","89,810","128,020","163,320","176,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,"33,210",1.1,,,,,45.46,"94,560",0.5,26.98,34.13,42.74,54.70,65.87,"56,120","70,990","88,900","113,780","137,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4000,"Life, Physical, and Social Science Technicians",minor,"355,310",0.7,,,,,26.88,"55,900",0.6,15.97,18.86,23.94,30.83,39.86,"33,220","39,220","49,790","64,120","82,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,broad,"27,490",3.0,,,,,23.37,"48,610",1.2,15.08,17.96,22.18,27.41,32.72,"31,370","37,350","46,140","57,020","68,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4012,Agricultural Technicians,detailed,"13,140",5.9,,,,,21.94,"45,640",1.2,14.38,16.60,20.08,24.74,30.64,"29,900","34,520","41,760","51,450","63,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4013,Food Science Technicians,detailed,"14,350",3.7,,,,,24.68,"51,320",1.1,17.33,18.82,23.01,28.94,34.31,"36,050","39,140","47,860","60,180","71,370",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4020,Biological Technicians,broad,"73,710",1.8,,,,,25.75,"53,560",0.7,16.10,18.77,23.87,30.32,38.03,"33,480","39,040","49,650","63,060","79,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,"73,710",1.8,,,,,25.75,"53,560",0.7,16.10,18.77,23.87,30.32,38.03,"33,480","39,040","49,650","63,060","79,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4030,Chemical Technicians,broad,"56,030",1.6,,,,,27.01,"56,180",0.7,17.20,19.92,24.44,30.95,39.24,"35,770","41,430","50,840","64,370","81,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,"56,030",1.6,,,,,27.01,"56,180",0.7,17.20,19.92,24.44,30.95,39.24,"35,770","41,430","50,840","64,370","81,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4040,Environmental Science and Geoscience Technicians,broad,"46,010",2.6,,,,,26.99,"56,140",1.1,15.90,18.73,23.38,30.97,41.58,"33,070","38,970","48,640","64,430","86,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"33,920",2.4,,,,,25.95,"53,970",0.8,15.47,18.64,23.26,30.24,39.76,"32,180","38,780","48,380","62,900","82,690",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed,"9,170",7.7,,,,,29.24,"60,810",3.5,16.70,18.78,23.31,33.05,49.13,"34,740","39,060","48,490","68,750","102,190",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4044,Hydrologic Technicians,detailed,"2,920",6.6,,,,,32.04,"66,640",2.7,17.73,21.50,28.06,38.19,52.40,"36,880","44,720","58,360","79,440","108,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4050,Nuclear Technicians,broad,"5,880",3.1,,,,,46.65,"97,040",0.9,30.53,37.70,48.28,51.67,60.60,"63,500","78,410","100,420","107,470","126,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4051,Nuclear Technicians,detailed,"5,880",3.1,,,,,46.65,"97,040",0.9,30.53,37.70,48.28,51.67,60.60,"63,500","78,410","100,420","107,470","126,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4060,Social Science Research Assistants,broad,"28,720",1.6,,,,,27.77,"57,760",1.0,16.28,20.18,24.26,30.82,39.59,"33,860","41,980","50,470","64,100","82,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,"28,720",1.6,,,,,27.77,"57,760",1.0,16.28,20.18,24.26,30.82,39.59,"33,860","41,980","50,470","64,100","82,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4070,Forest and Conservation Technicians,broad,"29,120",1.1,,,,,21.64,"45,000",0.3,15.65,17.00,19.96,25.40,30.00,"32,550","35,360","41,520","52,830","62,400",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,"29,120",1.1,,,,,21.64,"45,000",0.3,15.65,17.00,19.96,25.40,30.00,"32,550","35,360","41,520","52,830","62,400",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"88,360",1.8,,,,,28.88,"60,070",0.9,16.50,19.52,25.66,34.32,46.70,"34,320","40,600","53,370","71,380","97,130",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,"17,590",2.2,,,,,33.30,"69,260",0.6,19.09,23.71,30.64,39.50,50.16,"39,710","49,320","63,740","82,160","104,330",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"70,770",2.0,,,,,27.78,"57,790",1.1,15.99,18.93,24.18,31.61,43.63,"33,270","39,360","50,290","65,740","90,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5000,Occupational Health and Safety Specialists and Technicians,minor,"133,100",0.9,,,,,37.86,"78,750",0.9,21.35,26.95,36.17,46.22,56.57,"44,410","56,060","75,240","96,130","117,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5010,Occupational Health and Safety Specialists and Technicians,broad,"133,100",0.9,,,,,37.86,"78,750",0.9,21.35,26.95,36.17,46.22,56.57,"44,410","56,060","75,240","96,130","117,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,"109,430",1.0,,,,,39.47,"82,110",1.0,22.67,29.00,37.77,47.63,58.42,"47,160","60,320","78,570","99,070","121,510",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,"23,670",2.1,,,,,30.40,"63,230",1.0,17.39,22.53,27.87,36.30,45.59,"36,180","46,860","57,970","75,510","94,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,"2,313,620",0.4,,,,,26.81,"55,760",0.5,15.56,18.67,23.74,31.13,40.19,"32,360","38,840","49,380","64,750","83,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,225,730",0.4,,,,,26.76,"55,660",0.5,15.69,18.69,23.72,31.11,40.09,"32,640","38,870","49,330","64,710","83,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1010,Counselors,broad,"834,740",0.6,,,,,28.08,"58,400",0.6,16.76,19.50,24.61,32.81,42.93,"34,860","40,560","51,180","68,240","89,290",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"308,000",0.7,,,,,30.87,"64,200",0.7,18.40,22.78,28.92,36.82,47.37,"38,280","47,380","60,140","76,590","98,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,"62,080",4.6,,,,,30.44,"63,300",1.8,17.71,21.50,27.20,36.16,47.45,"36,840","44,730","56,570","75,220","98,700",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,"82,420",2.1,,,,,22.13,"46,020",0.9,14.00,16.24,19.23,25.71,34.26,"29,120","33,790","39,990","53,470","71,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"344,970",0.8,,,,,27.03,"56,230",0.8,16.63,19.14,23.90,30.96,39.77,"34,580","39,810","49,710","64,400","82,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,"37,270",3.8,,,,,23.93,"49,770",1.5,15.35,17.66,20.86,25.37,36.22,"31,930","36,730","43,390","52,770","75,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1020,Social Workers,broad,"689,750",0.5,,,,,28.58,"59,440",0.4,17.60,21.14,26.61,34.50,41.97,"36,600","43,980","55,350","71,760","87,300",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,"344,770",0.6,,,,,27.25,"56,680",0.6,17.49,20.22,24.43,31.37,39.39,"36,380","42,060","50,820","65,250","81,920",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,"182,420",0.8,,,,,30.17,"62,760",0.5,18.52,22.84,28.98,36.25,42.23,"38,520","47,510","60,280","75,390","87,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"107,940",1.4,,,,,28.91,"60,130",0.8,16.65,19.10,24.63,35.12,46.95,"34,630","39,730","51,240","73,050","97,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,"54,620",2.2,,,,,30.94,"64,360",0.5,18.03,22.28,29.53,39.26,45.94,"37,500","46,340","61,420","81,660","95,560",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1090,Miscellaneous Community and Social Service Specialists,broad,"701,240",0.5,,,,,23.40,"48,680",0.5,14.33,17.23,21.18,27.45,36.32,"29,810","35,850","44,050","57,090","75,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,"56,190",1.5,,,,,32.07,"66,710",0.7,17.86,21.87,28.84,39.23,51.06,"37,140","45,490","59,990","81,610","106,210",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"89,920",0.5,,,,,31.21,"64,920",0.4,18.54,22.19,28.78,37.89,48.60,"38,550","46,140","59,860","78,810","101,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,"399,560",0.9,,,,,20.00,"41,600",0.6,13.76,15.79,18.52,22.66,28.26,"28,610","32,850","38,520","47,130","58,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,"61,300",2.5,,,,,23.99,"49,900",0.7,15.47,18.27,22.21,28.47,35.45,"32,180","38,010","46,190","59,220","73,730",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,"94,270",1.6,,,,,24.82,"51,620",0.7,14.86,17.88,22.74,28.97,37.51,"30,900","37,190","47,290","60,260","78,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2000,Religious Workers,minor,"87,890",1.5,,,,,28.11,"58,480",0.9,14.47,18.32,24.37,31.78,45.84,"30,110","38,110","50,680","66,100","95,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2010,Clergy,broad,"53,140",1.5,,,,,28.93,"60,180",0.8,14.99,19.73,26.71,32.78,44.96,"31,170","41,040","55,550","68,180","93,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,"53,140",1.5,,,,,28.93,"60,180",0.8,14.99,19.73,26.71,32.78,44.96,"31,170","41,040","55,550","68,180","93,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2020,"Directors, Religious Activities and Education",broad,"24,030",4.0,,,,,29.11,"60,540",2.5,14.49,18.30,23.74,34.76,48.87,"30,150","38,060","49,380","72,290","101,650",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,"24,030",4.0,,,,,29.11,"60,540",2.5,14.49,18.30,23.74,34.76,48.87,"30,150","38,060","49,380","72,290","101,650",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2090,Miscellaneous Religious Workers,broad,"10,720",5.2,,,,,21.84,"45,420",2.1,12.92,14.80,18.93,26.06,34.91,"26,880","30,790","39,370","54,200","72,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,"10,720",5.2,,,,,21.84,"45,420",2.1,12.92,14.80,18.93,26.06,34.91,"26,880","30,790","39,370","54,200","72,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,"1,216,600",0.5,,,,,59.87,"124,540",2.0,21.80,29.00,45.76,78.53,112.97,"45,340","60,320","95,170","163,340","234,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1000,"Lawyers, Judges, and Related Workers",minor,"771,200",1.0,,,,,76.78,"159,710",1.8,30.40,42.05,64.19,97.70,#,"63,230","87,460","133,510","203,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1010,Lawyers and Judicial Law Clerks,broad,"722,710",1.0,,,,,77.73,"161,680",1.8,31.11,43.37,64.49,99.49,#,"64,710","90,210","134,140","206,940",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,"707,160",1.0,,,,,78.74,"163,770",1.8,31.96,45.40,65.26,100.47,#,"66,470","94,440","135,740","208,980",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,"15,540",0.9,,,,,31.88,"66,310",1.4,18.68,21.54,27.64,36.83,51.29,"38,850","44,800","57,490","76,600","106,670",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"48,500",2.2,,,,,62.68,"130,380",2.7,20.81,31.37,54.61,81.26,104.00,"43,280","65,240","113,600","169,020","216,320",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"12,490",0.4,,,,,46.75,"97,250",0.8,22.15,31.37,45.67,59.12,72.82,"46,070","65,250","94,990","122,970","151,470",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"7,780",13.6,,,,,47.56,"98,920",23.2,16.34,23.14,30.78,47.44,93.57,"33,980","48,130","64,030","98,680","194,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,230",0.5,,,,,73.90,"153,700",1.1,22.34,41.45,72.61,88.38,109.55,"46,470","86,210","151,030","183,820","227,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,"445,400",1.2,,,,,30.60,"63,640",2.0,17.98,22.28,28.28,36.51,46.93,"37,390","46,330","58,810","75,940","97,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2010,Paralegals and Legal Assistants,broad,"345,240",1.8,,,,,30.21,"62,840",2.1,18.12,22.52,28.46,36.33,45.66,"37,690","46,850","59,200","75,560","94,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,"345,240",1.8,,,,,30.21,"62,840",2.1,18.12,22.52,28.46,36.33,45.66,"37,690","46,850","59,200","75,560","94,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2090,Miscellaneous Legal Support Workers,broad,"100,160",2.2,,,,,31.92,"66,390",1.4,17.33,21.07,27.33,37.11,56.53,"36,050","43,830","56,850","77,180","117,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"53,680",3.8,,,,,27.42,"57,030",1.7,16.38,19.25,24.28,31.58,40.38,"34,060","40,040","50,490","65,690","83,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,"46,480",2.0,,,,,37.11,"77,200",1.8,18.73,22.60,29.97,46.95,71.59,"38,950","47,000","62,340","97,660","148,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,"8,496,780",0.2,,,,,30.41,"63,240",0.5,13.90,18.23,27.64,37.30,49.20,"28,910","37,910","57,490","77,590","102,330",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,"1,380,290",0.1,,,,,*,"96,130",0.5,*,*,*,*,*,"46,100","59,980","79,080","110,050","169,760",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,"78,410",0.4,,,,,*,"108,060",0.7,*,*,*,*,*,"48,100","62,340","88,790","133,750","206,630",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,"78,410",0.4,,,,,*,"108,060",0.7,*,*,*,*,*,"48,100","62,340","88,790","133,750","206,630",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"80,430",0.3,,,,,*,"93,690",0.6,*,*,*,*,*,"47,980","61,030","79,810","108,580","163,370",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,"33,870",0.6,,,,,*,"98,610",0.7,*,*,*,*,*,"48,620","63,170","84,760","125,790","165,880",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"46,560",0.4,,,,,*,"90,110",0.6,*,*,*,*,*,"47,740","59,900","77,420","103,960","159,730",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"42,440",0.5,,,,,*,"112,940",0.6,*,*,*,*,*,"53,480","77,800","102,810","135,120","178,050",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,"6,420",1.1,,,,,*,"104,370",0.7,*,*,*,*,*,"48,900","66,270","93,220","128,980","171,740",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,"36,010",0.5,,,,,*,"114,470",0.6,*,*,*,*,*,"56,860","78,570","103,550","136,530","178,740",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,"59,420",0.4,,,,,*,"97,650",0.6,*,*,*,*,*,"49,640","62,500","82,740","121,290","165,540",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,240",2.1,,,,,*,"96,650",0.8,*,*,*,*,*,"48,130","65,020","85,860","118,620","150,550",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"49,920",0.3,,,,,*,"97,800",0.5,*,*,*,*,*,"49,800","62,220","81,650","121,530","166,750",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,270",3.2,,,,,*,"98,160",1.1,*,*,*,*,*,"51,840","76,550","96,500","115,980","138,310",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"50,900",0.2,,,,,*,"98,880",0.6,*,*,*,*,*,"50,150","63,010","83,700","123,750","166,570",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,150",0.6,,,,,*,"107,540",0.7,*,*,*,*,*,"50,590","64,200","97,770","131,650","178,740",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"20,650",0.3,,,,,*,"95,250",0.6,*,*,*,*,*,"50,130","62,770","80,720","108,000","163,180",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"6,240",0.6,,,,,*,"91,450",0.6,*,*,*,*,*,"47,330","61,680","83,040","106,720","141,190",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"12,860",0.4,,,,,*,"100,810",0.5,*,*,*,*,*,"50,820","63,450","86,550","125,950","166,570",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,"112,710",0.5,,,,,*,"94,480",0.6,*,*,*,*,*,"47,670","61,640","80,910","108,350","162,230",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"4,930",0.3,,,,,*,"98,940",0.6,*,*,*,*,*,"50,920","64,400","85,000","119,590","167,180",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,340",0.5,,,,,*,"92,980",0.6,*,*,*,*,*,"48,280","62,360","80,910","104,720","162,440",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,"11,640",0.6,,,,,*,"122,750",0.6,*,*,*,*,*,"51,480","76,580","103,930","144,980","213,680",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,"3,340",0.6,,,,,*,"87,880",0.6,*,*,*,*,*,"49,920","63,600","81,920","102,950","133,030",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"15,190",0.7,,,,,*,"98,420",0.5,*,*,*,*,*,"49,300","62,820","83,770","122,090","164,370",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"40,050",1.6,,,,,*,"88,470",0.7,*,*,*,*,*,"47,270","61,010","78,810","102,710","136,680",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"12,030",0.7,,,,,*,"90,200",0.7,*,*,*,*,*,"47,990","61,320","78,970","103,340","155,040",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,200",1.1,,,,,*,"89,350",0.7,*,*,*,*,*,"42,080","56,760","75,390","105,190","166,340",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,"276,880",0.3,,,,,*,"116,780",0.6,*,*,*,*,*,"48,420","63,420","95,580","136,800","224,290",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"207,700",0.4,,,,,*,"127,640",0.6,*,*,*,*,*,"48,670","64,730","100,300","167,120",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"69,190",0.8,,,,,*,"84,180",0.6,*,*,*,*,*,"47,760","61,800","78,580","100,630","127,290",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"62,610",0.7,,,,,*,"78,770",0.6,*,*,*,*,*,"38,710","51,480","67,920","97,210","129,040",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"58,280",0.7,,,,,*,"78,540",0.6,*,*,*,*,*,"38,190","50,990","66,930","97,340","129,570",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,"4,330",0.5,,,,,*,"81,720",0.6,*,*,*,*,*,"50,370","61,920","76,370","96,130","121,230",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"40,780",0.6,,,,,*,"97,900",0.8,*,*,*,*,*,"41,080","56,640","77,580","122,790","182,390",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"13,900",0.9,,,,,*,"78,980",0.7,*,*,*,*,*,"40,720","51,670","64,990","97,710","129,640",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"14,830",1.4,,,,,*,"133,950",1.0,*,*,*,*,*,"43,400","62,940","108,860","176,900",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,"12,050",1.1,,,,,*,"75,330",0.5,*,*,*,*,*,"40,130","51,400","66,510","85,040","109,610",TRUE,
