Jobs Lost,Jobs Remaining,OCC_CODE,OCC_TITLE,TOT_EMP,dexterity,explanation,group,solo,vulnerability
40618.5,1313331.5,35-9000,Other Food Preparation and Serving Related Workers,1353950.0,0.65,"The occupation of Other Food Preparation and Serving Related Workers involves a significant amount of manual labor, including food preparation and serving, which requires high dexterity and physical contact (65%). A small portion of the work may involve solo computer work such as inventory management or order processing (5%). A considerable part of the job involves group collaboration and communication, such as coordinating with kitchen staff and interacting with customers (30%). The intrinsic technological vulnerability is relatively high (60%) due to the potential for automation in food preparation and order processing, but the need for human interaction and manual dexterity in serving reduces the total risk.",0.3,0.05,0.6
258981.0,4057369.0,37-0000,Building and Grounds Cleaning and Maintenance Occupations,4316350.0,0.7,"Building and Grounds Cleaning and Maintenance Occupations require a high level of manual dexterity (70%) for tasks such as cleaning, repairing, and maintaining buildings and grounds. These tasks are difficult to automate due to their physical nature and the need for fine motor skills. Only a small portion of the work (10%) can be done solo on a computer, such as scheduling or inventory management. There is also a moderate need for group collaboration and communication (20%) for coordinating tasks and interacting with clients or supervisors. The vulnerability to automation is relatively high (60%) due to the potential for robotic cleaning and maintenance technologies, but is not complete due to the high dexterity requirements and human interaction aspects of the job.",0.2,0.1,0.6
12990.15,275679.85,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,288670.0,0.35,"This occupation involves a significant amount of physical work and coordination, hence the high dexterity score. However, it also requires a substantial amount of group collaboration and communication, as supervisors need to manage and coordinate with their teams. Solo computer work is relatively low, as most tasks are hands-on or involve interpersonal communication. The vulnerability score is moderate, as while some tasks could potentially be automated, the need for human judgment, coordination, and management in this role is still high.",0.5,0.15,0.3
181591.19999999998,2844928.8,37-2000,Building Cleaning and Pest Control Workers,3026520.0,0.7,"Building Cleaning and Pest Control Workers require a high level of manual dexterity (70%) as they often need to handle cleaning tools and equipment, and perform tasks that require physical coordination. Only a small portion of their work involves solo computer work (10%), such as scheduling or logging tasks. They also need to communicate and collaborate with others (20%), for instance, to understand client requirements or coordinate with team members. However, the vulnerability of this occupation to AI is relatively high (60%) as many cleaning tasks could potentially be automated, although the lack of fine motor coordination in robots may limit this.",0.2,0.1,0.6
60069.6,941090.4,37-3000,Grounds Maintenance Workers,1001160.0,0.7,"Grounds Maintenance Workers require a high level of dexterity (70%) for tasks such as mowing, trimming, planting, and general upkeep of landscapes. There is a small portion of solo computer work (10%) involved, possibly for planning and scheduling tasks. Group collaboration and communication (20%) is also a part of their job, as they often work in teams and need to communicate with clients. The vulnerability to AI displacement is estimated at 60% as some tasks could be automated, such as mowing and trimming, but others that require a high level of dexterity and human judgement may still need human involvement.",0.2,0.1,0.6
28356.5,2807293.5,39-0000,Personal Care and Service Occupations,2835650.0,0.6,"Personal Care and Service Occupations require a high level of dexterity (60%) as they often involve tasks such as grooming, feeding, and assisting individuals with personal care. These tasks require a level of physical interaction and coordination that AI and robotics currently struggle with. Solo computer work is minimal (10%) as these jobs are not typically desk-based or computer-focused. Group collaboration and communication is significant (30%) as these roles often require interaction with clients, families, and other care providers. The vulnerability to AI displacement is low (10%) due to the high need for human interaction, empathy, and physical dexterity in these roles.",0.3,0.1,0.1
4108.8,201331.2,39-1000,Supervisors of Personal Care and Service Workers,205440.0,0.2,"Supervisors of Personal Care and Service Workers require a high level of group collaboration and communication, as they need to manage and coordinate the activities of personal care and service workers. This involves a lot of face-to-face interactions, meetings, and coaching, which is difficult to automate. They also perform some tasks that require manual dexterity and solo computer work, but these are not the main part of their job. The intrinsic technological vulnerability is low, as the nature of their work requires a human touch and judgment that cannot be easily replaced by AI or machines.",0.6,0.2,0.1
5487.6,268892.4,39-2000,Animal Care and Service Workers,274380.0,0.6,"Animal Care and Service Workers require a high level of dexterity (60%) for tasks such as grooming, feeding, and handling animals. Solo computer work is minimal (10%) as most tasks are hands-on. There is a moderate level of group collaboration and communication (30%) involved, especially in roles such as animal trainers. The intrinsic technological vulnerability is low (20%) as the care and handling of animals requires a human touch and emotional connection that AI and machines cannot replicate.",0.3,0.1,0.2
24259.05,514830.95,39-3000,Entertainment Attendants and Related Workers,539090.0,0.35,"Entertainment attendants and related workers often require a high level of human interaction and physical dexterity, such as setting up equipment, interacting with guests, and performing tasks that require a human touch. While some tasks may be automated, the nature of the work often requires a human presence for optimal performance. Therefore, the risk of displacement due to AI is relatively low.",0.5,0.15,0.3
956.5500000000001,62813.45,39-4000,Funeral Service Workers,63770.0,0.35,"Funeral Service Workers require a high level of human interaction and empathy, which is difficult to automate. They also perform tasks that require manual dexterity such as preparing bodies for viewing and burial. While some administrative tasks could be automated, the majority of their work is not easily replaced by AI.",0.5,0.15,0.1
5212.1,515997.9,39-5000,Personal Appearance Workers,521210.0,0.7,"Personal Appearance Workers, such as hairdressers, barbers, and cosmetologists, require a high level of manual dexterity and physical contact with clients, making up 70% of their work. This is difficult to automate due to the current limitations of robotic peripherals. They also spend about 10% of their time on solo computer work, such as scheduling appointments or managing client records, which could be automated. However, a significant part of their work (20%) involves face-to-face interactions with clients, which is difficult to automate. Given the high demand for human touch in this occupation, the risk of job displacement due to AI is relatively low at 10%.",0.2,0.1,0.1
2564.8,61555.2,39-6000,"Baggage Porters, Bellhops, and Concierges",64120.0,0.6,"Baggage Porters, Bellhops, and Concierges require a high level of physical dexterity (60%) to handle luggage and other items. They also need to interact with guests (30%), which involves face-to-face communication and service. Only a small portion of their work (10%) involves solo computer work, such as logging items or updating records. Despite the rise of AI, the need for human interaction and physical handling of items in this occupation reduces its vulnerability to displacement (40%).",0.3,0.1,0.4
1235.3999999999999,39944.6,39-7000,Tour and Travel Guides,41180.0,0.15,"Tour and Travel Guides require a significant amount of group collaboration and communication, as they are often interacting with tourists and providing information. This accounts for 75% of their work. They also require some level of dexterity for tasks such as navigating through tour sites, which accounts for 15% of their work. Solo computer work is minimal, at 10%, as most of their tasks are performed in person. The vulnerability to AI displacement is relatively low at 30% because the human element is crucial in this occupation for providing a personalized and interactive experience. However, some aspects of the job could be automated, such as scheduling tours or providing information through digital platforms.",0.75,0.1,0.3
5632.3,1120827.7,39-9000,Other Personal Care and Service Workers,1126460.0,0.65,"The occupation code 39-9000 refers to Other Personal Care and Service Workers. This category includes a wide range of jobs that require high dexterity and human interaction, such as personal care aides, childcare workers, and fitness trainers. These jobs require a high level of physical contact and coordination, which is why the dexterity value is set at 0.65. Solo computer work is minimal in these roles, hence the low value of 0.05. Group collaboration and communication are also significant in these roles, with a value of 0.3. Given the high demand for human interaction and physical contact in these roles, the vulnerability to AI displacement is relatively low, with a value of 0.1. This means that only about 10% of these jobs are at risk of being displaced by AI and automation.",0.3,0.05,0.1
1054660.0,12128590.0,41-0000,Sales and Related Occupations,13183250.0,0.1,"Sales and related occupations often require a high level of human interaction, hence the high percentage in group collaboration and communication. While some tasks can be automated, such as data entry and analysis (solo computer work), the need for negotiation, persuasion, and relationship building in sales roles makes them less susceptible to automation. However, there is still a moderate risk of displacement due to advancements in AI customer service and sales technologies.",0.7,0.2,0.4
100101.0,1234579.0,41-1000,Supervisors of Sales Workers,1334680.0,0.15,"Supervisors of Sales Workers often require a high level of group collaboration and communication, as they need to manage teams, interact with customers, and make strategic decisions. This accounts for 60% of their work. Solo computer work, such as data analysis and report generation, could be automated and accounts for 25% of their work. High dexterity physical contact is minimal in this role, estimated at 15%. The intrinsic technological vulnerability is estimated at 30% due to the high level of human interaction and decision-making required in this role. However, some aspects of their work, such as data analysis and report generation, could be automated.",0.6,0.25,0.3
1061891.5999999999,6523048.4,41-2000,Retail Sales Workers,7584940.0,0.2,"Retail Sales Workers require a moderate level of dexterity for tasks such as handling products and operating cash registers (20%). A portion of their work involves solo tasks such as inventory management and data entry (20%). However, a significant part of their job involves group collaboration and communication with customers (60%). Despite the high level of human interaction, the rise of online shopping and self-checkout systems makes this occupation highly vulnerable to automation (70%).",0.6,0.2,0.7
254910.0,1869340.0,41-3000,"Sales Representatives, Services",2124250.0,0.1,"Sales Representatives, Services (41-3000) require a low level of dexterity (10%) as their work does not involve much physical labor. A significant portion of their work (30%) can be done solo on a computer, such as managing customer databases and processing orders, which makes it susceptible to automation. However, a large part of their job (60%) involves group collaboration and communication, such as face-to-face meetings and negotiations with clients, which is difficult to automate. The intrinsic technological vulnerability is estimated at 40%, considering that while some tasks can be automated, the human touch in sales and customer service is still highly valued.",0.6,0.3,0.4
328488.3,1235741.7,41-4000,"Sales Representatives, Wholesale and Manufacturing",1564230.0,0.1,"Sales Representatives, Wholesale and Manufacturing, typically require a low level of physical dexterity (10%), as their work does not involve much manual labor. A significant portion of their work (30%) can be done solo on a computer, such as managing customer databases, processing orders, and preparing sales reports. However, a large part of their job (60%) involves group collaboration and communication, such as negotiating deals, presenting products to customers, and attending trade shows. Despite the high level of human interaction required, this occupation has a relatively high vulnerability to AI displacement (70%) due to the potential for automation of order processing, customer management, and even some aspects of sales negotiation and presentation.",0.6,0.3,0.7
57515.0,517635.0,41-9000,Other Sales and Related Workers,575150.0,0.15,"The occupation code 41-9000 refers to Other Sales and Related Workers. This job category involves a significant amount of group collaboration and communication (60%), as sales often require face-to-face interactions, negotiations, and relationship building. Solo computer work, such as data entry or email communication, might constitute around 25% of the job. High dexterity physical contact is estimated to be around 15%, as some sales roles may involve product demonstrations or handling. The intrinsic technological vulnerability is estimated at 40%. While AI can automate some aspects of sales, such as data analysis and routine communications, the human element in building relationships and understanding customer needs is still crucial.",0.6,0.25,0.4
7843403.399999999,10831366.600000001,43-0000,Office and Administrative Support Occupations,18674770.0,0.15,"Office and Administrative Support Occupations typically involve a significant amount of solo computer work, such as data entry, scheduling, and document preparation, which are highly susceptible to automation. While there is some level of group collaboration and communication, it is not the primary function of these roles. The dexterity component is relatively low, as most tasks do not require high levels of manual dexterity or physical labor. Given the nature of these tasks and the capabilities of AI, there is a high risk of job displacement in this occupation code.",0.25,0.6,0.7
358905.6,1136534.4,43-1000,Supervisors of Office and Administrative Support Workers,1495440.0,0.1,"Supervisors of Office and Administrative Support Workers typically spend a significant portion of their time on solo computer work, such as planning, scheduling, and reporting, which could be automated. However, they also engage in a substantial amount of group collaboration and communication, such as team management, conflict resolution, and training, which are less susceptible to automation. The dexterity component is relatively low as their tasks do not require high physical dexterity. The vulnerability to AI displacement is estimated to be moderate to high due to the significant portion of tasks that could be automated, despite the human element required in their supervisory role.",0.5,0.4,0.6
31356.5,21343.5,43-2000,Communications Equipment Operators,52700.0,0.1,"Communications Equipment Operators primarily work with computer systems and networks, which AI can easily operate. The job requires minimal physical dexterity and a moderate amount of group collaboration. Given the nature of the work and the capabilities of AI, there is a high risk of job displacement in this field.",0.2,0.7,0.85
1680351.3999999997,1143768.6000000003,43-3000,Financial Clerks,2824120.0,0.05,"Financial Clerks primarily perform tasks that involve solo computer work such as data entry, record keeping, and financial transactions which are highly susceptible to automation. The dexterity component is minimal as the job does not require significant physical labor or fine motor skills. While there is some element of group collaboration and communication, it is not the primary component of the job. Given the nature of the tasks involved and the capabilities of AI, there is a high risk of job displacement in this field.",0.25,0.7,0.85
3341496.1999999997,2274463.8000000003,43-4000,Information and Record Clerks,5615960.0,0.1,"Information and Record Clerks primarily perform tasks that involve organizing, recording, and storing information. These tasks are highly susceptible to automation as they often involve solo computer work. The dexterity required is minimal, as most tasks can be performed without the need for fine motor skills or kinetic intelligence. While there is some level of group collaboration and communication, it is not the primary function of the job. Given the nature of the tasks involved and the capabilities of AI, there is a high risk of job displacement in this field.",0.2,0.7,0.85
1107168.0,1199432.0,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2306600.0,0.2,"The occupation of Material Recording, Scheduling, Dispatching, and Distributing Workers involves tasks that are largely computer-based, such as scheduling, dispatching, and tracking shipments or deliveries. These tasks can be automated with AI, hence the high percentage of solo computer work (60%) and high vulnerability (80%). The job does require some level of dexterity for tasks such as handling materials, hence the 20% dexterity. Group collaboration and communication is not a major part of this job, but it is necessary for coordinating with other team members or departments, hence the 20% group work. Given the high potential for automation, there is a significant risk of job displacement in this field due to the rise of AI.",0.2,0.6,0.8
1760925.6,1383584.4,43-6000,Secretaries and Administrative Assistants,3144510.0,0.1,"Secretaries and Administrative Assistants primarily perform tasks that can be done in front of a computer, such as data entry, scheduling, and correspondence, which makes up 70% of their work. They also engage in some group collaboration and communication, such as meetings and customer service, which accounts for 20% of their work. Only a small portion of their work, 10%, requires high dexterity physical contact, such as filing physical documents. Given the nature of their work, they are highly susceptible to automation, with an estimated 80% risk of job displacement due to no intrinsic need for humans.",0.2,0.7,0.8
1358880.5999999999,1876549.4000000001,43-9000,Other Office and Administrative Support Workers,3235430.0,0.15,"The occupation of Other Office and Administrative Support Workers involves a significant amount of solo computer work, which is highly susceptible to automation. Tasks such as data entry, scheduling, and record keeping can be easily automated with AI capabilities. There is a smaller portion of the job that requires high dexterity physical contact, such as handling physical files or operating office machinery, and a moderate amount of group collaboration and communication. However, given the high proportion of tasks that can be automated, there is a high risk of job displacement due to no intrinsic need for humans in many of these roles.",0.25,0.6,0.7
48483.75,413266.25,45-0000,"Farming, Fishing, and Forestry Occupations",461750.0,0.65,"Farming, Fishing, and Forestry Occupations require a significant amount of manual labor and coordination, hence the high dexterity score. However, with the rise of automated farming equipment and AI-driven decision-making tools, a large portion of these tasks could be automated, leading to a high vulnerability score. Solo computer work is relatively low as these occupations are not typically desk-based. Group collaboration and communication are moderately present in these occupations, but not as prevalent as physical labor.",0.2,0.15,0.7
2490.2999999999997,25179.7,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",27670.0,0.35,"Supervisors of Farming, Fishing, and Forestry Workers require a significant amount of physical dexterity (35%) for tasks such as inspecting crops, animals, and equipment, as well as potentially operating machinery. Solo computer work is less prevalent (15%), as much of the work is done in the field. However, a large portion of the job involves group collaboration and communication (50%), as supervisors must coordinate with workers, provide instructions, and ensure safety protocols are followed. The vulnerability to AI displacement is relatively high (60%) due to the potential for automation in areas such as crop inspection and equipment operation. However, the need for human judgment in managing workers and responding to unexpected situations provides some level of job security.",0.5,0.15,0.6
33192.5,357307.5,45-2000,Agricultural Workers,390500.0,0.7,"Agricultural workers often engage in high dexterity physical work such as planting, cultivating, and harvesting crops, and tending to livestock. These tasks require a significant amount of manual labor and coordination, hence the high dexterity score. However, with the advent of AI and automation, many of these tasks can be mechanized, leading to a high vulnerability score. Solo computer work is minimal in this occupation, as most tasks are performed outdoors and not in front of a computer. Group collaboration and communication are also part of the job, but not as significant as the physical labor aspect. Therefore, the risk of job displacement due to AI and automation is quite high for agricultural workers.",0.2,0.1,0.85
2569.7999999999997,40260.2,45-4000,"Forest, Conservation, and Logging Workers",42830.0,0.7,"Forest, Conservation, and Logging Workers perform a significant amount of physical labor that requires high dexterity, hence the high dexterity score of 0.7. Solo computer work is minimal in this occupation, hence the low score of 0.1. There is some level of group collaboration and communication involved, especially in planning and coordinating tasks, hence the score of 0.2. The vulnerability score is relatively high at 0.6, as while the physical nature of the work may protect some jobs from automation, advancements in AI and machinery could potentially automate tasks such as tree cutting and logging. However, the conservation aspect of the job, which requires human judgment and decision-making, may be less susceptible to automation.",0.2,0.1,0.6
364531.2,5710988.8,47-0000,Construction and Extraction Occupations,6075520.0,0.7,"Construction and extraction occupations require a high level of manual dexterity (70%) as they involve physical labor and the operation of heavy machinery. Solo computer work is minimal (10%) as these jobs are not typically desk-based. There is a moderate level of group collaboration and communication (20%) as these jobs often involve teamwork and coordination. The vulnerability to AI displacement is relatively high (60%) due to the potential for automation in operating machinery and planning construction projects, although the need for physical labor and human judgment in unpredictable environments reduces this risk somewhat.",0.2,0.1,0.6
43254.0,677646.0,47-1000,Supervisors of Construction and Extraction Workers,720900.0,0.35,"Supervisors of Construction and Extraction Workers require a high level of group collaboration and communication (50%) as they need to coordinate with various teams, manage workers, and ensure safety protocols. They also require a significant amount of dexterity (35%) for on-site inspections and sometimes manual work. Solo computer work is relatively less (15%) as it might involve planning, scheduling, and reporting. The vulnerability to AI is moderate (40%) as while AI can assist in planning and scheduling tasks, the need for human judgment in managing people and ensuring safety on construction sites is still crucial.",0.5,0.15,0.4
180392.80000000002,4329427.2,47-2000,Construction Trades Workers,4509820.0,0.7,"Construction Trades Workers require a high level of manual dexterity (70%) for tasks such as operating tools and machinery, and performing precise manual labor. Solo computer work is minimal (10%) as most tasks are hands-on and require physical presence. Group collaboration and communication (20%) is also a significant part of the job, as workers often need to coordinate with others on site. The vulnerability to AI displacement is estimated at 40%. While some tasks could be automated, the need for human judgment, physical presence, and fine motor skills in many tasks reduces the overall risk of displacement.",0.2,0.1,0.4
12144.6,190265.4,47-3000,"Helpers, Construction Trades",202410.0,0.7,"Helpers in Construction Trades are heavily involved in physical labor that requires high dexterity, hence the high percentage of 70%. Solo computer work is minimal in this occupation, estimated at 10%. Group collaboration and communication are also part of the job, but not as significant as the physical labor, estimated at 20%. The vulnerability of this occupation to AI and automation is relatively high at 60% due to the potential for machines to perform some of the physical tasks, but the need for human judgment, coordination, and dexterity in many tasks still remains.",0.2,0.1,0.6
26797.8,419832.2,47-4000,Other Construction and Related Workers,446630.0,0.7,"The occupation code 47-4000 refers to Other Construction and Related Workers. This job category involves a significant amount of manual labor and coordination, hence a high dexterity score of 0.7. There is minimal solo computer work involved, estimated at 0.1. Group collaboration and communication are essential in this field, especially for safety and coordination of tasks, hence a score of 0.2. The vulnerability to AI displacement is relatively high at 0.6, as some tasks could be automated, such as operating machinery or repetitive tasks. However, the need for human judgment, especially in unpredictable construction environments, and the high dexterity tasks involved, reduce the total displacement risk.",0.2,0.1,0.6
23490.0,172260.0,47-5000,Extraction Workers,195750.0,0.65,"Extraction workers, such as miners, oil drillers, and quarry workers, often perform tasks that require a high degree of manual dexterity and physical labor, making up 65% of their work. However, with the advent of AI and robotics, many of these tasks could potentially be automated, especially those that are repetitive or dangerous. Solo computer work, such as operating machinery or monitoring systems, accounts for 15% of their work, which is highly susceptible to automation. Group collaboration and communication make up 20% of their work, which is less likely to be automated due to the need for human judgment and decision-making. Given the nature of their work and the potential for automation, extraction workers have a high vulnerability to job displacement due to AI, estimated at 80%.",0.2,0.15,0.8
524106.0,5299294.0,49-0000,"Installation, Maintenance, and Repair Occupations",5823400.0,0.65,"Installation, Maintenance, and Repair Occupations require a high level of manual dexterity (65%) as they often involve physical labor and precise manual tasks. While some tasks may be performed individually and involve computer work (15%), a significant portion of the work also involves collaboration and communication with others (20%). Given the nature of the work, there is a moderate to high risk of job displacement due to AI and automation (60%). However, the need for human intervention in complex repair and maintenance tasks, as well as the need for human judgment in diagnosing issues, may still preserve a significant portion of jobs in this category.",0.2,0.15,0.6
83857.5,475192.5,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",559050.0,0.35,"Supervisors of Installation, Maintenance, and Repair Workers often require a high level of dexterity for overseeing and sometimes participating in physical tasks, which accounts for 35% of their work. About 25% of their work involves solo computer tasks such as scheduling, reporting, and other administrative tasks that could be automated. A significant portion of their work, 40%, involves group collaboration and communication, which is harder to automate. However, given the nature of their work, there is a 60% vulnerability to job displacement due to AI and automation, as many of their supervisory tasks could potentially be automated or streamlined.",0.4,0.25,0.6
69470.79999999999,426749.2,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",496220.0,0.6,"The occupation of Electrical and Electronic Equipment Mechanics, Installers, and Repairers requires a high level of manual dexterity (60%) for tasks such as installation, repair, and maintenance of electronic equipment. While some tasks can be performed solo on a computer (20%), a significant portion of the work also involves collaboration and communication with other team members or clients (20%). Given the nature of the work, there is a high risk (70%) of job displacement due to the rise of AI and automation, especially for tasks that involve routine maintenance and diagnostics which can be automated. However, the need for human intervention will still be necessary for complex repairs and installations that require high dexterity and problem-solving skills.",0.2,0.2,0.7
172785.9,1472794.1,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1645580.0,0.65,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers require a high level of manual dexterity (65%) for tasks such as repairing, installing, and maintaining vehicles and equipment. While some tasks can be automated, the need for fine motor skills and physical inspection makes complete automation challenging. Solo computer work is estimated at 15%, as these professionals often need to use diagnostic software and other computerized tools. Group collaboration and communication is estimated at 20%, as these professionals often work in teams and need to communicate with clients. The vulnerability to AI displacement is estimated at 70% due to the increasing automation of diagnostic and repair tasks, although the need for physical dexterity and human judgment in complex repairs mitigates this risk.",0.2,0.15,0.7
327867.75,2794682.25,49-9000,"Other Installation, Maintenance, and Repair Occupations",3122550.0,0.65,"The occupation code 49-9000 includes jobs that require a high level of manual dexterity and physical contact, such as installation, maintenance, and repair tasks. These tasks often involve handling tools and equipment, which is why a high percentage (65%) is assigned to this category. Solo computer work is relatively low (15%) as these jobs are not typically desk jobs. Group collaboration and communication (20%) is necessary for coordinating tasks and troubleshooting issues. The vulnerability to AI displacement is relatively high (70%) because while AI may not be able to perform all the physical tasks, it can automate diagnostic and some repair tasks, reducing the need for human labor.",0.2,0.15,0.7
1114219.95,7624760.05,51-0000,Production Occupations,8738980.0,0.65,"Production occupations often involve a high degree of manual dexterity and physical labor, hence the high dexterity score. However, with the rise of AI and automation, many of these tasks can be automated, leading to a high vulnerability score. Solo computer work and group collaboration are less common in these occupations, but they do exist, especially in roles that involve quality control, planning, and coordination.",0.2,0.15,0.85
79191.59999999999,580738.4,51-1000,Supervisors of Production Workers,659930.0,0.3,"Supervisors of Production Workers require a significant amount of group collaboration and communication (50%) as they need to manage teams, coordinate tasks, and ensure safety regulations are followed. They also require a fair amount of dexterity (30%) as they often need to demonstrate tasks, operate machinery, or step in to assist with production. Solo computer work (20%) might involve scheduling, reporting, and other administrative tasks. The vulnerability to AI displacement is estimated at 60% as while AI can take over administrative tasks and some aspects of machinery operation, the human element in team management and on-the-spot decision making is still crucial.",0.5,0.2,0.6
242748.525,1661161.475,51-2000,Assemblers and Fabricators,1903910.0,0.65,"Assemblers and Fabricators primarily engage in high dexterity physical work, which is difficult to automate. However, given the repetitive nature of the tasks and the limited need for fine motor skills, a significant portion of these jobs could be automated. Solo computer work and group collaboration are less common in this occupation, but they do exist. The high vulnerability score reflects the fact that there is no intrinsic need for humans in this role, as machines can potentially perform the assembly and fabrication tasks.",0.2,0.15,0.85
64630.4,743249.6,51-3000,Food Processing Workers,807880.0,0.7,"Food Processing Workers require a high level of manual dexterity (70%) for tasks such as cutting, sorting, and packaging food items. There is a small amount of solo computer work (10%), such as operating machinery or inputting data. Group collaboration and communication (20%) is necessary for coordinating tasks and ensuring safety standards. However, the vulnerability to AI displacement is high (80%) as many of the tasks performed by these workers can be automated, and there is no intrinsic need for human involvement in the majority of the processes.",0.2,0.1,0.8
197310.0,1446940.0,51-4000,Metal Workers and Plastic Workers,1644250.0,0.65,"Metal and Plastic Workers often require a high level of manual dexterity and coordination to perform their tasks, which makes up about 65% of their work. However, with the rise of automated machinery and AI, these tasks could potentially be automated. Solo computer work, such as operating computer-controlled machines or entering data, makes up about 15% of their work. Group collaboration and communication, such as coordinating with other workers or discussing plans, makes up about 20% of their work. Given the nature of their work and the capabilities of AI, there is a high risk of job displacement, estimated at 80%. This is due to the fact that many of their tasks do not intrinsically require human involvement and can be performed by machines or AI.",0.2,0.15,0.8
34284.8,179995.2,51-5100,Printing Workers,214280.0,0.6,"Printing workers are involved in various tasks that require high dexterity, such as operating printing machines and performing adjustments to ensure quality. This accounts for 60% of their work. However, with the advancement of AI, these tasks can be automated to a large extent, hence the high vulnerability score of 0.8. About 20% of their work involves solo computer work, which is highly susceptible to automation. The remaining 20% involves group collaboration and communication, which is less likely to be automated. Overall, the job displacement risk for printing workers due to the rise of AI is quite high.",0.2,0.2,0.8
37487.200000000004,431102.8,51-6000,"Textile, Apparel, and Furnishings Workers",468590.0,0.7,"Textile, Apparel, and Furnishings Workers often require a high level of manual dexterity (70%) for tasks such as sewing, cutting, and assembling. However, these tasks are becoming increasingly automated, leading to a high vulnerability score (80%). Solo computer work is minimal (10%) as most tasks are hands-on. Group collaboration and communication (20%) may involve coordination with other workers or supervisors, but this is not the primary component of the job.",0.2,0.1,0.8
13873.8,217356.2,51-7000,Woodworkers,231230.0,0.7,"Woodworkers require a high level of manual dexterity (70%) for tasks such as cutting, shaping, and sanding wood. There is a small portion of their work that involves solo computer work (10%), such as designing or planning projects. They also need to collaborate and communicate with others (20%), for instance, when working on larger projects or when dealing with clients. However, with the rise of AI and automation, there is a significant risk (60%) of job displacement. This is because many of the tasks performed by woodworkers can be automated, such as cutting and shaping wood. However, there will still be a demand for human woodworkers for tasks that require a high level of craftsmanship or for custom projects.",0.2,0.1,0.6
77551.6,199418.4,51-8000,Plant and System Operators,276970.0,0.45,"Plant and System Operators require a moderate level of dexterity for operating machinery and equipment (45%). A significant portion of their work involves solo computer work, such as monitoring systems and adjusting controls (35%). They also need to collaborate and communicate with other team members, but this is a smaller portion of their work (20%). Given the nature of their work and the capabilities of AI, there is a high risk of job displacement (80%) as many of their tasks can be automated and do not intrinsically require human involvement.",0.2,0.35,0.8
322822.35,2209117.65,51-9000,Other Production Occupations,2531940.0,0.65,"The occupation code 51-9000, Other Production Occupations, primarily involves tasks that require high dexterity and physical contact, such as operating machinery or assembling products. This accounts for 65% of the work activities. About 15% of the work can be done solo on a computer, such as monitoring production processes or entering data. Around 20% of the work involves group collaboration and communication, such as coordinating with other team members or discussing production plans. However, given the nature of production work and the advancements in automation and AI, this occupation has a high vulnerability to job displacement. It is estimated that 85% of these jobs could potentially be automated, as there is no intrinsic need for humans in most of the tasks involved in production.",0.2,0.15,0.85
1728958.65,11831501.35,53-0000,Transportation and Material Moving Occupations,13560460.0,0.65,"Transportation and Material Moving Occupations often require a high level of dexterity, as they involve operating vehicles or moving heavy objects. However, with the rise of AI, many of these tasks could be automated, especially those that involve repetitive or predictable movements. Solo computer work is relatively low, as these jobs often require physical presence rather than remote work. Group collaboration and communication is also a significant part of these jobs, but it's not the majority. The vulnerability of these jobs to AI is quite high, as many of the tasks they perform could be automated with the right technology.",0.2,0.15,0.85
125939.09999999999,473770.9,53-1000,Supervisors of Transportation and Material Moving Workers,599710.0,0.25,"Supervisors of Transportation and Material Moving Workers often require a mix of physical dexterity, solo computer work, and group collaboration. Physical dexterity is needed for overseeing and sometimes participating in the transportation and moving process. Solo computer work is required for tasks such as scheduling, tracking, and reporting. Group collaboration is crucial for coordinating teams, communicating with other departments, and resolving issues. However, with the rise of AI, many of these tasks can be automated. AI can handle scheduling, tracking, and reporting tasks, reducing the need for human involvement. Furthermore, AI can also assist in coordinating teams and communicating with other departments. Therefore, this occupation has a moderate to high vulnerability to job displacement due to AI.",0.4,0.35,0.6
39594.799999999996,243225.2,53-2000,Air Transportation Workers,282820.0,0.6,"Air Transportation Workers, such as pilots and flight attendants, require a high level of dexterity and coordination to perform their tasks, hence a 60% allocation. Solo computer work, such as flight planning and navigation, accounts for 20% of their tasks. Group collaboration and communication, such as coordinating with ground crew and communicating with passengers, also accounts for 20% of their tasks. However, with the rise of AI, there is a high risk of job displacement, especially for pilots, as AI can potentially take over navigation and flight control tasks. Therefore, a vulnerability score of 70% is assigned.",0.2,0.2,0.7
366837.89999999997,3948902.1,53-3000,Motor Vehicle Operators,4315740.0,0.7,"Motor Vehicle Operators primarily require high dexterity physical contact (70%) as they need to operate vehicles, which involves manual dexterity and kinetic intelligence. Solo computer work is minimal (10%) as most of their work is not done in front of a computer. Group collaboration and communication is moderate (20%) as they may need to interact with customers or other staff. The vulnerability to AI is high (85%) as AI technology advances, especially in the field of autonomous vehicles, which could potentially replace human drivers.",0.2,0.1,0.85
